n1=3, m=4, n=12, N=1483
seed=7
theta_path=D:\研究生\研究生\Quantum Machine learning\code\Train\data\theta_demo.npy
theta_array:
[[5.49786103 0.99199549 3.79542808 2.26487638]
 [3.22549452 1.90032461 4.38469128 2.46030217]
 [1.13916194 3.50335699 5.41554688 1.98090663]]
comp	x	y
2	111001110010	110100011001
0	000000000000	101000001101
0	000000000000	001010010101
1	001001001011	111100011100
1	000100101100	011101000000
2	111111111100	101001111010
0	000000000000	010111111000
0	000000000000	001010011001
0	000000000000	011010110000
0	000000000000	110010000111
0	000000000000	010100000000
1	000111001000	110101101111
1	100011100110	111010101110
0	000000000000	110110000101
2	111111110001	100010110101
1	100011101000	001000011100
0	000000000000	001111110010
0	000000000000	101110100111
2	111111010111	001000101000
1	000000110110	101001000011
1	001101111101	010000110011
2	111111111101	010000101001
2	110111111111	011001101010
1	001001110101	000100001100
2	010001101110	111000100000
1	010010100011	000111101011
0	000000000000	101110011000
0	000000000000	000111110001
2	111111111101	100101001111
1	101010000111	100010011011
2	111001111111	011110010001
1	010100000001	101100111111
2	111111111111	011011001000
1	100101000000	000111001101
1	110100001100	100101110101
0	000000000000	110001010110
0	000000000000	000101011000
0	000000000000	000101101110
1	111111100110	111101110000
0	000000000000	000011001111
2	111100110111	101010111101
2	101111010010	110100001101
1	001010110001	001110000001
0	000000000000	100100100010
0	000000000000	101010111001
1	000011111011	000011100110
0	000000000000	000001111011
0	000000000000	100010100010
1	111010000000	110000001100
2	001111110101	010100101000
2	101110111111	010011110000
1	111100001011	111011010110
2	101100111111	001010111001
1	010000001001	010111000000
2	111111111111	100100110101
2	111111111111	010001101110
1	011100000010	000110011110
0	000000000000	010000100111
0	000000000000	101000100111
0	000000000000	011001110010
1	110000100010	000111100111
1	010100011100	111001010100
0	000000000000	011111111010
1	000011110000	101011010100
1	010001110000	010101001101
0	000000000000	110100111101
2	110111111110	001011011011
1	111001100011	111011101100
0	000000000000	101110101000
2	100101111011	101111001100
2	101101111111	000111111110
1	000011100110	100011000101
1	011001010000	001010101101
2	101011111111	100001101111
0	000000000000	110011101001
2	011111110111	010000000101
2	111111111110	001010000100
0	000000000000	111110001111
1	000001001000	011000100001
1	001100101111	101111011101
1	010000110000	001111111010
1	111110001000	001011001110
1	010011100110	100001110010
1	000000000001	100110101110
1	001001111110	101110000010
2	101111001010	001111100110
1	100000111011	111000010001
2	101100011111	011100011101
2	101111111111	100110101100
2	111101111111	000010011011
0	000000000000	100000101110
1	000000010101	101111111110
0	000000000000	100100110101
2	111010111101	000111101100
0	000000000000	010100000010
1	110100000000	110010111100
2	101101111011	001010101011
1	100000100001	001101011000
1	100001111000	100011101100
2	111111101001	001001110100
2	101110111111	010100101011
0	000000000000	010101000100
1	100100010001	000110010111
2	111111111110	011100101111
2	010011010111	001010011111
2	011111110101	001110110101
2	111111101111	100100010000
0	000000000000	111110011101
0	000000000000	110010010001
1	010101011000	000101000100
1	001000000000	001110110110
0	000000000000	100101100011
1	100000001110	100011101011
0	000000000000	000010001111
2	101101111011	001111111101
1	000100100100	111100001010
1	010011110000	010110000000
0	000000000000	001100010000
2	010111111101	011010110001
1	100000011011	011101110001
1	011101100110	010001101110
1	001000010010	010100100111
2	111111111000	100011111101
2	111111111110	110110000011
0	000000000000	100001001000
2	101111111100	001100111001
1	010110001000	001010101001
1	001101000100	011101000111
2	011111111111	011110000100
1	101011111100	100100101000
0	000000000000	001110101101
0	000000000000	110110100110
2	111011011101	011101110001
1	000110100111	111000110000
2	110101111111	101110011100
0	000000000000	010111111111
0	000000000000	111110110111
2	111111110111	000111100110
2	111111111111	101100101011
0	000000000000	101100010011
1	001011010110	100100100011
2	011110111011	011000110001
0	000000000000	111100000011
2	100111111101	101001000101
1	010011010010	010001111101
1	110011101100	001101100110
0	000000000000	010100011010
2	111101011110	110011110110
2	101111101101	000001110000
1	000001000010	010011111100
0	000000000000	011101001001
1	000100101001	101100110000
0	000000000000	010001010001
1	111001111000	010110111110
2	111111111101	001101101111
2	111110011111	000111000110
2	110111111011	101001101100
0	000000000000	111001110110
1	111101010010	111100101001
0	000000000000	010110000001
0	000000000000	110101010000
0	000000000000	011111101000
0	000000000000	011100111010
0	000000000000	111111010100
1	001010001110	110011101001
1	110110100100	111100100110
2	111111111101	010001011101
0	000000000000	011010100011
1	001100111000	100011010101
0	000000000000	110000101100
0	000000000000	001010111110
0	000000000000	101001110110
1	000000011111	110101000001
1	101001001010	000111000101
1	000100011001	110100110000
2	110111111111	001000000011
0	000000000000	001000010101
0	000000000000	001101100101
0	000000000000	000100100010
2	011110101101	111010010001
0	000000000000	100101101011
0	000000000000	100100000011
1	000011001100	010000111111
1	011101010011	101000101100
0	000000000000	111111111111
1	101000001001	001111100110
1	000001011000	111110111101
2	101111101011	101101010110
1	001011001101	101011111010
2	101011010100	001101100001
1	000100101110	011001010111
2	111111010110	110100011001
2	110111110111	001000110001
2	111111011011	110010001101
2	111100101011	100011111101
1	100000110000	001000100001
1	010110111011	011110010111
1	000110110010	011001101010
1	011000111000	001111011110
0	000000000000	111111000010
1	100010000111	010101000101
0	000000000000	111110110111
1	000101001000	010100010101
0	000000000000	110010011110
1	100010011101	110001110100
1	011110101100	001101000110
0	000000000000	101000001010
1	010101100001	101111011101
2	101110111100	011111110010
2	101111011101	001110111010
0	000000000000	000110011010
1	110101101111	100010110011
1	000110100000	001000111100
0	000000000000	100110111001
2	110111111011	001101000101
0	000000000000	010000101001
1	000100100111	001101101010
0	000000000000	000001111000
0	000000000000	011110010000
1	010001100110	111111011000
1	001000000101	110000100100
1	100011101101	100111000001
2	110111110001	101110111001
2	111111001010	101000110101
1	011101000010	000011111111
2	110111111111	001001101011
2	011011000111	100100001011
0	000000000000	011001100000
1	001001111011	110101100101
1	110011000010	100100101000
2	111111110111	001100000110
0	000000000000	101110111111
1	100010011010	111010001011
0	000000000000	100010011111
0	000000000000	110110110111
0	000000000000	101100100110
1	101010010001	111000101111
2	111111101010	000011111101
2	111010100101	011011000000
0	000000000000	001000000100
2	111111111011	101010011101
0	000000000000	000111000010
1	000010111000	001111101001
2	011111111111	011010101001
2	111111111101	000011111000
0	000000000000	011110100100
0	000000000000	000000001011
1	001100100111	001111110010
0	000000000000	101100010100
2	111110111101	000011000001
0	000000000000	110100101000
2	111011011011	101101110100
1	100101001011	101011000000
0	000000000000	100110001001
1	111111000001	011011100011
2	101110111101	011111011000
1	001001100011	111001001000
0	000000000000	001001011001
1	010100001111	000001100001
1	001101110100	001011100010
1	000111000100	010010000000
0	000000000000	001101000101
0	000000000000	001101101101
0	000000000000	010000011000
0	000000000000	110010100100
0	000000000000	100111101110
2	111111111101	110101110100
1	011100111000	110001101011
0	000000000000	111010110110
2	010111111011	001111101100
0	000000000000	100110001011
0	000000000000	100101011011
1	110100000000	001100110001
0	000000000000	100111110001
0	000000000000	111000001101
1	010010000110	010111010010
2	111111111011	010000100110
1	101001110101	001101110000
1	101110001101	000100101010
2	111111111111	100110000000
0	000000000000	101101000111
1	101000100010	110011010100
1	111001111110	010111110111
2	111101010110	111111011001
1	000000001111	001110111001
0	000000000000	000010111100
1	100110011110	010101110110
2	111111010111	001000000011
2	111100111111	100000100001
1	100101011011	111110100111
1	100111101110	101100000110
1	101100001000	100111001111
2	111111010111	000010111011
0	000000000000	011010000110
1	001111001010	000101000111
0	000000000000	011111001011
0	000000000000	000101000001
2	101111110111	000011000011
1	100011100111	110011001110
2	110111111111	111110100001
0	000000000000	011011001000
0	000000000000	000000010000
2	111101010111	011000101010
2	110011000011	100001101000
2	110111111011	011010100101
1	100100001101	111101010101
2	110011101111	000111001011
1	110100010000	101100100001
0	000000000000	100100100010
1	001001111100	001111011001
0	000000000000	000110100110
2	111111111110	111010111010
0	000000000000	011111101000
2	010110111110	001001010100
0	000000000000	000100100010
0	000000000000	000111111000
1	101001001010	111011011111
0	000000000000	101000110010
1	000010001101	010110001100
2	110111011111	101101101101
2	010000111101	011011011110
1	100101000000	010111010101
1	000001010100	011110110001
2	111111111111	100101111011
0	000000000000	001010000001
2	011111111011	010100101111
2	111111101110	111001100010
1	010001000100	111011001110
1	000100111000	011100010001
1	011100000000	010111000111
2	111011111111	100110111111
1	010011111010	000001010110
1	010000110011	111010101101
2	111111111110	110110101101
1	011111011001	111110001101
2	111111101011	000110010111
0	000000000000	100101110001
1	011100101000	001100111100
0	000000000000	100101111101
1	000110001010	001001001010
2	110110111111	011001010101
1	001010001100	101101111001
2	101110110111	000000100111
1	010110010100	001001010010
2	011011111011	011100101101
0	000000000000	010000000100
0	000000000000	000100111101
1	101100110100	011100001110
1	001100100111	011000010001
1	100010000000	011100100110
0	000000000000	010100110101
2	011111111111	001010111000
2	110110111111	100000010000
1	000111010110	010001010111
1	010000111000	000101101101
1	001101011111	111001011101
1	001010000001	010111010100
0	000000000000	010011100100
0	000000000000	110010010000
1	001000100100	000100010110
2	101111111111	101100010000
0	000000000000	100010101001
2	111111101101	101111110111
2	111110110111	101100000011
2	101110100111	110011011001
0	000000000000	110011100010
0	000000000000	100000100100
2	110110111100	111001100010
1	010001000110	110010001001
1	110101000110	101000110001
0	000000000000	101010011100
2	101101111110	101110100001
0	000000000000	110000101000
0	000000000000	001001010111
2	011111111100	001000010101
0	000000000000	010111010110
0	000000000000	001011011101
2	111001111111	000110000110
2	101011111111	001101010011
0	000000000000	100001111010
1	000110010110	011001011110
1	100000010011	101110110100
0	000000000000	010110101100
0	000000000000	001010110100
0	000000000000	111011000010
0	000000000000	100101100110
0	000000000000	110110001101
0	000000000000	101111101110
2	101110110010	000010010011
0	000000000000	000101101111
0	000000000000	111010100001
1	110010000010	011101101000
2	111101101111	010011110110
0	000000000000	100011011100
1	010110010000	111000101011
2	101111110101	000110110100
0	000000000000	111101000101
2	101111010111	000000100010
0	000000000000	111001011101
1	000110101110	001010110110
1	100001001010	101011011111
0	000000000000	001000000100
0	000000000000	000000111010
1	110000010110	011110001010
0	000000000000	100111010011
0	000000000000	110001001000
2	111110111111	111011011000
0	000000000000	011111110111
0	000000000000	111111000001
1	010000000110	011001000110
0	000000000000	110011011101
1	000101011110	110000011010
1	101100000001	011101010001
1	110010100000	110100111110
1	010000001001	111110111010
0	000000000000	111110000110
2	001111010101	011111011101
1	011001011101	111111011001
1	000011010000	011000100001
0	000000000000	101100011101
2	110111101001	001111010000
0	000000000000	110110100011
0	000000000000	001111010010
0	000000000000	111000111010
1	011101100100	101111011001
2	111011111111	100101111101
0	000000000000	010101100111
1	100010010101	000110100111
1	110011000100	110001001000
2	111111111110	001101111000
1	010110100000	001101011010
2	101111111110	001001101100
1	001001000101	111010110011
0	000000000000	101100100100
1	101001000110	000111101110
1	000010010111	101010010101
0	000000000000	000110100110
0	000000000000	100110001001
1	010010010010	000110001111
0	000000000000	101111011000
1	010010111001	011011100001
1	100000010000	001011000110
0	000000000000	001110110100
2	101101101111	001111011000
2	111110100111	110000110001
1	010011110001	000101011101
1	101110001111	100000100101
0	000000000000	010101011011
1	101010110110	101110100000
1	001110000000	100100111001
1	011011110100	011110101010
1	001011100010	001000000100
0	000000000000	010111001000
0	000000000000	101000011101
0	000000000000	001101100011
0	000000000000	011101110001
0	000000000000	110100011110
2	111011101101	000111011100
0	000000000000	011101111011
1	000001011010	011111100100
2	101111011111	101100001110
0	000000000000	101100100000
0	000000000000	101100100000
2	011111111111	111110001100
0	000000000000	111001010101
2	111110011101	101111111010
2	101101101111	101011110101
0	000000000000	010100111100
2	111100101111	100101110100
0	000000000000	010010011010
2	100111110111	001011101011
0	000000000000	101110111001
2	011110001101	011011111011
0	000000000000	010110101110
2	101011101110	101111100111
0	000000000000	110000011100
1	011010000000	010010001100
2	100101111110	101010010000
0	000000000000	001111011000
2	111111011101	001000011001
1	110010010110	010011110101
0	000000000000	100100010010
1	000100110001	111111010000
2	100111110011	111011101001
2	111111111111	111011000111
0	000000000000	110100010011
2	111110111101	001001111100
0	000000000000	101010001000
1	001010001000	101100101010
1	000100001010	000101011000
2	111111110011	000111001011
0	000000000000	111000010011
1	110110100110	101111001010
1	001011101100	011011010111
0	000000000000	110010011111
1	010101111010	001100010111
0	000000000000	001001001010
0	000000000000	011011110110
1	011101100101	011111110000
1	111110011100	100011011001
1	011000000010	101111000101
1	100101110111	001001100000
2	111011011010	011101001101
1	001000101101	111000111001
2	110111111111	010010000110
2	101110101101	111100111100
2	111101111111	111110001011
0	000000000000	111000011101
0	000000000000	010100010001
1	111001001111	111110010101
0	000000000000	011001010001
1	010011100110	000010010001
0	000000000000	101111100100
1	100101101000	000011001101
2	011111110101	010010001100
1	011001010100	010110110101
2	111111111011	110001110110
2	111100011111	010011111010
1	010001000110	010100101010
0	000000000000	001101101100
1	000000100100	101110001010
1	100111011010	000111010111
1	100010100010	101000011101
2	111111111111	111011001101
2	101111111110	011000100011
1	101100000100	001100010000
0	000000000000	001011100000
2	111101111111	110010000001
0	000000000000	110010110011
1	010000000010	011100111101
1	000100001000	100011100110
0	000000000000	001000010010
2	110100110111	111110101010
1	101100100011	010011010111
2	100111101111	001110101101
1	100111111000	101001000110
0	000000000000	111001111110
2	111011111011	000100100110
0	000000000000	011010110010
1	111000000110	101001011011
1	000101001110	010001011110
2	111111111101	010110111001
0	000000000000	100110111000
1	001110100111	010101010101
2	111001111111	010110011001
0	000000000000	110010010101
2	110001110101	111001111000
2	111101010111	101011001100
0	000000000000	001101001011
2	011010011110	011100001010
0	000000000000	011011101001
1	001000110011	100101011001
1	011100111001	010111110000
2	111111101111	101111011001
1	101010010000	111111101001
1	000011001000	000001001110
2	111000111111	001111101111
1	100100000100	000000100111
2	111110010110	000111010000
1	111010100111	001000100001
1	100100100000	011100101010
0	000000000000	100001110111
2	111111111111	011011000111
0	000000000000	110101100010
0	000000000000	101001101001
2	111110111111	101111011100
2	111110011010	110010001110
0	000000000000	110111100101
1	010000101011	000101101011
2	111101011111	100111010001
2	110111101011	110011011111
2	011111110101	011101000010
1	000000000001	100100001101
1	010100010110	101001111101
1	000101001010	000010010101
1	000100110101	111100010000
2	111010111111	111000100001
0	000000000000	101110000000
2	111101011111	001011000010
1	000101100100	101011101111
2	111000101011	001100010000
2	111111101100	010000011000
0	000000000000	000010010111
0	000000000000	011001110110
1	011110110101	010101101011
0	000000000000	110001111011
2	111111101011	100101011111
2	111011111100	100111001101
0	000000000000	000110101110
0	000000000000	101000110110
0	000000000000	100001001011
0	000000000000	011011110100
1	111100000000	110110011100
0	000000000000	001001111101
1	010110000000	011101000110
1	001000000001	000001110100
0	000000000000	011000101110
1	010000001000	000011101100
2	111111111111	111111010011
0	000000000000	010111111101
2	101100100111	010101011110
0	000000000000	110000010111
1	110011011001	001111101111
0	000000000000	110101010011
2	110011111101	110100101010
2	111110111100	101111110011
1	000100010100	010001101011
2	110111110111	101110110010
1	010100000000	000101110001
0	000000000000	111110101111
1	100110000100	010001001011
0	000000000000	010000000111
2	111111111110	100100001001
1	010110000001	001000110010
1	000100011000	011101010010
2	111111011111	001011101001
1	100100110000	100100010001
1	001010000000	000000011100
1	000011011001	101111110110
2	111110111110	011010111101
1	001110000110	100101110101
1	000010110111	100100000101
0	000000000000	001111110101
2	111110110111	110101100110
2	011111111011	100011111110
2	111111111100	101110100101
0	000000000000	011010001010
0	000000000000	101100011100
2	111111101111	110101010001
2	011111110100	001001000101
2	110111111110	101011000000
2	111111111011	111011011110
2	111101111110	111010100001
2	010111111111	001011101010
0	000000000000	000010111010
2	111111101111	000101110101
2	111111111101	000111110001
1	000110001011	100101000110
0	000000000000	111011010011
2	111101011111	100010100011
0	000000000000	000100000000
2	111010111011	011000010110
0	000000000000	110101111111
1	000100000000	110101110000
1	110010000010	010100011110
2	110101111111	011011011010
1	000100101001	101010110011
2	101101111111	111111010100
2	111101111011	110011001111
2	111111111110	111010100111
1	010010001001	000001010011
2	111101010101	010110100111
0	000000000000	111100001011
2	011111101010	001101011000
1	111010000010	010001111000
0	000000000000	011101101010
0	000000000000	111000110010
1	010000100101	001000110000
2	111100010111	011011000101
1	000100001000	000110111101
1	000101001101	010100111100
0	000000000000	011010000101
0	000000000000	001111111111
2	011111101111	100000110110
2	011101111101	000110010101
2	111110101111	111001010111
1	000010010100	011111111101
0	000000000000	111011001001
2	111110100101	100111110100
2	101110011111	100110110111
2	111101111101	110111111001
1	001000100000	101010111111
2	111111011111	100101011111
2	111100111110	111000010011
0	000000000000	001000100001
2	111111010111	111111110011
1	010110000010	010111000100
0	000000000000	100001101001
2	011111111010	001011001111
0	000000000000	000110011110
0	000000000000	001111011100
2	101011011110	111101101010
1	010000100101	110111100000
2	011010111111	010101101100
2	100100101110	011000001110
0	000000000000	011000001110
0	000000000000	110001101100
0	000000000000	000001101010
1	000010010000	000000100100
2	111111111111	000001001000
1	011111100000	010110011001
2	010111111111	011001101110
2	111111011101	011101110011
2	111101111111	001010001100
1	111000100001	101001001000
2	001111110111	100010011010
2	111111111011	011001111100
1	000000000111	011011010011
0	000000000000	011100011100
1	110000000010	011011010111
2	111001111101	010010000100
2	011001001111	000100111101
0	000000000000	110011100100
1	000100001000	011011000010
0	000000000000	001011010001
2	110110110011	110000011110
2	011111111111	100000010111
2	101110111111	110111011001
2	111111111110	011111101101
2	110111110111	111101010010
2	101111111100	100011001111
2	111101110111	001011110011
1	001010100010	101101110000
1	000001100000	000000001000
1	101000011100	011100101101
0	000000000000	101001111010
1	110101011000	010110111111
0	000000000000	111011011101
1	000000101001	101000110110
0	000000000000	000010001010
2	111110111101	000111111000
0	000000000000	001101101001
0	000000000000	001110001011
2	111110111111	111011011101
2	111110101101	011011110001
2	111011111011	000100101110
0	000000000000	011110010011
0	000000000000	010011110100
1	000100001011	100010011001
2	110111110101	001000000001
1	000000010100	000000101100
1	000110100010	011011111011
0	000000000000	110000011011
1	101001001000	000010001111
0	000000000000	001100111111
2	110100111011	001111101111
2	111111111111	001011100000
1	000111001110	001101011011
0	000000000000	101010101011
0	000000000000	110010000011
0	000000000000	110110010110
2	111011110011	011101000101
2	100110111111	001010000010
2	011111111010	011110111110
0	000000000000	100000000110
0	000000000000	101011010010
0	000000000000	001101111011
1	010010100010	001010000010
0	000000000000	010110111011
0	000000000000	101101011000
0	000000000000	111011001010
2	001011101111	100010100111
0	000000000000	100010010101
2	111101111101	001110111101
2	111000010111	001101011100
2	111111110111	101101010011
2	111110111111	000011100011
0	000000000000	011110011101
2	111100011111	010101000111
2	110111111001	001000110101
1	101000101011	000011100101
2	111101101111	001010011011
2	111111111111	100010101110
0	000000000000	001000000000
0	000000000000	001101100000
2	011110111111	011011001000
1	001110000000	101000000111
2	111111110111	010110001101
0	000000000000	000010000111
2	101110001111	000010011101
2	011111011111	011010000111
0	000000000000	010110101011
1	000101111000	001111110001
1	001110110000	101101100001
1	100010101111	110001001100
1	000001001110	101100110110
1	010100010000	010111111010
1	000000001100	111100100010
2	111001111101	101110011100
1	000000101101	101011110101
0	000000000000	110011000011
0	000000000000	100011000011
0	000000000000	111100000001
2	101101111101	101010101101
2	111110110111	011110011100
1	100000010010	111011011101
1	010001000011	111100111101
2	011010011011	111110110101
2	111111111100	101110101100
2	111011111101	101101100000
2	111101111111	110011111000
2	011111111101	010110110101
1	100000000101	100010101011
0	000000000000	100011010001
2	111111010111	111010101010
1	001000001100	111011010000
2	011110101111	101110010111
1	010000110101	000010100000
2	011100110110	011001100000
0	000000000000	011011001110
1	000001101011	110101001110
0	000000000000	010101011001
1	000000100001	001010100101
0	000000000000	100100111101
0	000000000000	101011111100
0	000000000000	000111011101
1	010010100111	000111001000
1	000101100010	110101000010
0	000000000000	000110001100
2	110111100011	101000011100
1	110100010101	101011110101
2	010011100011	001010010010
0	000000000000	101101111001
0	000000000000	010011101011
2	111111111111	100000101111
2	111101111111	000111011101
2	111110011011	011001000100
2	110111101110	111011010101
0	000000000000	101001111010
0	000000000000	100110001000
0	000000000000	111010110110
2	111111111111	001111011111
0	000000000000	001001100001
2	111111011001	101111101111
1	001001100101	101001000100
1	101011010010	100111101000
0	000000000000	001110111110
2	111111111111	010000101111
0	000000000000	101001011001
1	101101110010	001001011011
0	000000000000	010000101100
2	111011111111	111111101101
2	001110011011	000101111000
0	000000000000	101010011001
2	011110111111	111011001111
1	101011100000	011010000111
0	000000000000	000010010111
0	000000000000	111010101011
0	000000000000	010111001100
2	001111111011	111101011100
1	110110111011	111110101010
1	010111100100	011001000011
0	000000000000	010100111101
1	010111110010	011000001010
2	111111111110	010011010001
2	101111010011	000001101000
0	000000000000	111110100100
1	110011000000	111001110010
1	000000110001	101010010101
0	000000000000	011110000010
2	111011111011	000111011111
0	000000000000	001000010111
2	101100101000	010010100111
0	000000000000	011100101000
2	111111111111	000111010011
1	001110000100	000000111101
2	111111011101	100100110100
0	000000000000	100010011101
1	000010100001	101101110100
1	001100000010	100001010101
2	100111111011	101101110100
1	100011000101	111101010001
0	000000000000	000101101110
0	000000000000	101011100111
2	111110111111	100111011101
1	010100010010	100101010101
2	111100000101	111111110010
1	001100000001	111110100110
1	000010010010	001001000110
1	100001101000	100010110110
1	111100001011	010100101011
1	110010101011	001010010110
1	011100001110	010001100100
1	011000101101	110111111001
2	101111111111	110010101111
2	011011011100	000111111101
2	101111110111	100000010101
2	111111111111	101011011111
2	101110101101	101110100100
0	000000000000	111111011001
