n1=3, m=4, n=12, N=1000
seed=7
theta_path=D:\研究生\研究生\Quantum Machine learning\code\Train\data\theta_demo.npy
comp	x	y
0	000000000000	100010111111
0	000000000000	100001101000
2	110111110101	011101001001
0	000000000000	110101010010
0	000000000000	101110101000
0	000000000000	100010111000
0	000000000000	010001000011
1	000110100000	111011100001
2	111111111111	111100100100
1	110110010101	011001110001
2	111011100111	101001100110
0	000000000000	001110011000
1	000101000001	001110101001
2	001011111011	010110110110
1	100010111110	000111111001
0	000000000000	000111011100
2	111110101110	011111101001
1	000001000010	101011010111
1	000000010100	100011111111
0	000000000000	110010001111
0	000000000000	001001011000
0	000000000000	010011011001
1	101110111011	111010101010
1	000111111011	001000000101
1	000110110000	011100100010
0	000000000000	100101111011
1	001011100100	100000000001
1	110010101000	011000011100
2	100111111001	101000011100
1	010011010101	010010101000
1	110110011010	011001111011
0	000000000000	101010010101
1	010000000000	101100011100
1	110000010100	000110100101
0	000000000000	011001011111
0	000000000000	000010001011
2	111111101110	111101100111
2	111011011111	101110110100
1	110001001001	001010111100
0	000000000000	101100110011
2	111111110011	110101000010
2	111111100011	001111111011
0	000000000000	010000001100
2	011010011010	000100111001
2	111111101010	010100110110
2	111110011111	111111100010
2	111111111011	101011001110
0	000000000000	011000001000
0	000000000000	011100011100
2	011111111111	101010100001
0	000000000000	011011111010
0	000000000000	010100111011
0	000000000000	001000101101
1	000000101001	000000101011
1	010000011001	010000110101
1	000010011000	001100000111
0	000000000000	010010110011
1	110000100001	111111010000
0	000000000000	000000001011
1	000110101010	001011001000
0	000000000000	000111111001
2	111111101111	010111001011
2	111111111011	100101101101
2	111111111100	000010001010
1	010000000000	000000100010
1	000100101101	111101011111
1	000110100110	111010000100
1	100010110000	011010111101
0	000000000000	001111010010
0	000000000000	010110010110
0	000000000000	001010001010
1	111010111001	100110010111
1	101001000000	011100011000
2	011100111111	000110101011
2	111111111111	011110011111
1	101100001001	000111111101
0	000000000000	110110100111
0	000000000000	111010111100
1	001101000001	010110001011
2	101111111011	111000101100
1	001010001011	100001011111
2	011011110111	000010010111
0	000000000000	111111011010
1	100110000000	011011001010
2	101111111011	101010010100
1	000100100111	001100011011
0	000000000000	101001011101
2	111111111011	001101010100
1	000000100100	110010110110
0	000000000000	000010101000
1	011010001110	000111110001
2	111111001101	011110000111
0	000000000000	100000100111
0	000000000000	001010101101
0	000000000000	010111001011
2	010011101111	010011010001
2	011111111100	011111000010
1	010011100011	011000010010
2	111111011110	010011101000
1	010000001011	100100000101
0	000000000000	111100110101
0	000000000000	101100000101
1	001000100000	011001011110
0	000000000000	101110001111
0	000000000000	001100010110
0	000000000000	111100011100
2	111111111001	110110010101
2	111111101101	101111111010
2	011101111111	101110011111
1	110001110010	011100000010
2	111100011110	011111111101
0	000000000000	110001010010
1	100100010000	000011111101
2	111111111011	101001111100
0	000000000000	010001011000
0	000000000000	000110011010
1	000101100101	101011011000
1	010110100000	001010001011
1	101111101011	001100001110
0	000000000000	011010011101
2	111101111011	010110011111
2	111111100111	111110110000
2	111011101011	111100101100
1	100000011000	101010111101
2	011110111111	000000000001
2	111111111101	000001011100
1	000000100010	010001000101
1	101001100100	100111110010
2	011011101110	001011001110
2	111111010011	111110101111
2	111111111100	100111100011
2	101101101101	100011111101
0	000000000000	011011001010
1	100000000110	011010001000
0	000000000000	000011111000
1	001010000110	111010111110
2	101101101011	001111010101
1	110010110100	110100000010
2	000101111111	001111111010
0	000000000000	001001101011
1	010101101100	110011100111
1	000001110000	101110000010
1	101101010010	100110100100
0	000000000000	000110011111
0	000000000000	001010001110
0	000000000000	001001101101
2	111111010111	111110010000
0	000000000000	101100110110
0	000000000000	001111001100
1	000011001010	101110111101
0	000000000000	000111010010
2	011011010110	011101000010
0	000000000000	111011111100
1	101110100001	111000110100
0	000000000000	011111100101
0	000000000000	101001100100
1	100010011000	001110111110
0	000000000000	011101110001
1	100000010011	001111101111
2	111011110011	010000000111
0	000000000000	111100101101
2	110100011111	101101100011
2	111111111111	011111010011
2	110110111111	001010101100
0	000000000000	101111101000
0	000000000000	100001001000
1	101010010110	100100111101
1	010110010000	000111000100
2	101010010101	100110111111
0	000000000000	110001100111
0	000000000000	011110100101
0	000000000000	111100111011
0	000000000000	111011110001
0	000000000000	011000001000
1	011100010010	001101101001
1	000100010111	100100010000
0	000000000000	010000000111
2	011100011111	011001001110
1	000110111111	011011110111
0	000000000000	111110100111
0	000000000000	001011110010
2	111111110111	100110110011
1	001001001011	001011110100
1	000100101100	011101011111
2	101011111111	010100011111
2	100111110111	001110001001
1	000111001000	011000001110
2	111110111010	101010001101
1	100011100110	001010100100
0	000000000000	111110101101
0	000000000000	111011011101
2	111111011101	111001001100
1	100011101000	011100100111
2	110111111110	101011001100
1	000000110110	101000000001
2	111111111111	000110000011
1	001101111101	000000111101
1	001001110101	101100010001
0	000000000000	100010011010
0	000000000000	001000001101
0	000000000000	001011000000
1	010010100011	010011100100
0	000000000000	110101100110
2	111111111101	010010001000
2	111111111111	001010000100
1	101010000111	010011000011
0	000000000000	001011001010
0	000000000000	111011001010
1	010100000001	101111010101
0	000000000000	101001011010
0	000000000000	001001001000
1	100101000000	001101000010
2	110001111011	110010101100
2	111011111111	010101010011
1	110100001100	011111110101
2	111111111101	000011001101
1	111111100110	110110000000
2	101110110111	011100010010
2	110010111101	111001000100
1	001010110001	101101000000
0	000000000000	011010010101
0	000000000000	000010000000
0	000000000000	101110100110
1	000011111011	101010111000
1	111010000000	100001110101
0	000000000000	000011010001
1	111100001011	011100100001
1	010000001001	001001110011
0	000000000000	011110101001
2	110011010111	001100100010
1	011100000010	010111000111
0	000000000000	001000011101
2	111111011101	110011001001
2	110001101010	111111011101
1	110000100010	010101101001
1	010100011100	100101000000
2	110111111111	001100111101
0	000000000000	000100000001
2	110101111101	001110001101
2	010101111101	001011001101
0	000000000000	000101110101
1	000011110000	010000101100
1	010001110000	101010100001
1	111001100011	101111010100
1	000011100110	101111010000
1	011001010000	000110110111
1	000001001000	111110000111
1	001100101111	000101010000
2	011111111110	011011101001
1	010000110000	101111001010
2	101111111111	011000001011
2	111101110011	100010101111
2	001100100011	000100010011
0	000000000000	000001001010
1	111110001000	100101111101
0	000000000000	000100100011
2	111000111111	101101110010
0	000000000000	011111011100
1	010011100110	100100101001
2	111110111001	001011000001
1	000000000001	001001010100
1	001001111110	000111111011
2	001111110111	000111000111
2	111101111011	011111000110
0	000000000000	100100111101
1	100000111011	100110011111
2	111111111101	010111100101
2	111111100011	010001010001
2	100110101011	111100111010
2	111111111111	001001001101
0	000000000000	000011101101
0	000000000000	111001011101
1	000000010101	000010010010
1	110100000000	000011010100
0	000000000000	110101011111
1	100000100001	100010001000
0	000000000000	000001001110
2	111101011111	100111100111
1	100001111000	101011011110
1	100100010001	010011110111
0	000000000000	110101111110
2	111011111010	010111000111
1	010101011000	001000111110
1	001000000000	111100111101
1	100000001110	100110011100
2	111110010001	100101110100
2	101111111111	110000011100
0	000000000000	101000101010
2	111101111111	010011110010
1	000100100100	001001001010
1	010011110000	001100101110
2	111110111111	111100010001
1	100000011011	110101001000
0	000000000000	101011000110
0	000000000000	000110111001
2	111111111111	000010001010
1	011101100110	011011010001
2	110010101110	101100100101
0	000000000000	101010111001
0	000000000000	101000011011
2	111011111111	100100101111
2	000001111011	011000101110
0	000000000000	010010110000
1	001000010010	111101100010
2	101110110111	100110100010
0	000000000000	100100010111
2	111101111101	110011100100
1	010110001000	010010010100
1	001101000100	001101000111
0	000000000000	101011001110
2	110101011101	111011011100
2	111111101011	111110101000
1	101011111100	101100111001
0	000000000000	110111110101
1	000110100111	111110010001
0	000000000000	101000110110
1	001011010110	011100000101
2	111001001110	001010000100
2	111111101111	100111010100
2	111011110111	111111111111
0	000000000000	011100111101
1	010011010010	001010011000
0	000000000000	100010111111
0	000000000000	000100000011
0	000000000000	100010000100
0	000000000000	011101001000
0	000000000000	011101101000
1	110011101100	110100111101
1	000001000010	011010001100
2	111011111101	000101010001
0	000000000000	000110011111
1	000100101001	011010101010
0	000000000000	100110011010
0	000000000000	110010000000
0	000000000000	010011111000
1	111001111000	111110110101
1	111101010010	011011000111
1	001010001110	100000101111
2	100110011111	001000100100
0	000000000000	100010010100
0	000000000000	011101010100
0	000000000000	110111111000
2	101111000111	000010100011
0	000000000000	100111000101
0	000000000000	101110000111
1	110110100100	001110000001
1	001100111000	111010001001
0	000000000000	101000010111
1	000000011111	101011101110
1	101001001010	000110101110
2	111111110111	010100000011
1	000100011001	011000110011
2	111100001111	001011100000
1	000011001100	100111000101
2	111111110101	011110110100
2	110101111111	101111000110
2	101110010110	011001101101
2	111111110111	110100000110
1	011101010011	100011111100
1	101000001001	001100011001
1	000001011000	011101011010
1	001011001101	001000101101
0	000000000000	010010111000
1	000100101110	101100011111
0	000000000000	010111110101
1	100000110000	110111000110
0	000000000000	101110011000
1	010110111011	011010110100
1	000110110010	111100110001
0	000000000000	010000001000
1	011000111000	011100001101
2	011100111110	000110111001
2	111111011111	011100100111
0	000000000000	111010000010
1	100010000111	011011000111
1	000101001000	001010010100
0	000000000000	111101010011
2	111111011000	011100011100
0	000000000000	010111101010
1	100010011101	001110100111
0	000000000000	001011000010
0	000000000000	001110111001
1	011110101100	011101100111
1	010101100001	011101110100
1	110101101111	010110011111
2	001111110111	001110011001
2	111111111110	101100110010
1	000110100000	011101001001
2	101111101111	000111011001
2	111111101111	100000010000
0	000000000000	001110111100
1	000100100111	111100011111
1	010001100110	010110100111
2	110111110110	101011000101
0	000000000000	001100010001
1	001000000101	011001110001
0	000000000000	000011111010
0	000000000000	100111100011
0	000000000000	100110101011
1	100011101101	100001111000
2	111111111111	110000010011
2	111111111111	011100011100
0	000000000000	000010001100
2	111111111101	100110010001
0	000000000000	011110100011
1	011101000010	000010111001
2	111111111111	010000110101
2	010101111011	001110101111
0	000000000000	011000011011
0	000000000000	111110110001
1	001001111011	100110100101
0	000000000000	001011100101
2	111111101011	111010110111
0	000000000000	111011001110
2	110111101011	001011111101
1	110011000010	101111111011
0	000000000000	000100111101
1	100010011010	110010101010
2	111011101111	100010001111
1	101010010001	001100110110
0	000000000000	101001000110
1	000010111000	100101110101
1	001100100111	100011110100
1	100101001011	001110001110
0	000000000000	110110011110
0	000000000000	110101000000
0	000000000000	001100000011
0	000000000000	100011010001
0	000000000000	100101101011
2	111101111111	111011011110
1	111111000001	101001000110
0	000000000000	111110110011
2	111111111011	000101100100
0	000000000000	010110111101
0	000000000000	001000100001
1	001001100011	010001111111
0	000000000000	000001011101
0	000000000000	111010010001
1	010100001111	000001001101
2	011011110111	100111000011
1	001101110100	011101000010
1	000111000100	001011100011
2	111011100110	110100110010
0	000000000000	111110000110
1	011100111000	111011000110
1	110100000000	101011110101
2	101110111111	100000101000
1	010010000110	010011100111
0	000000000000	001011110110
1	101001110101	000110010000
2	111111110111	101011000001
2	110010111011	111100100011
1	101110001101	111111001011
1	101000100010	101001101010
1	111001111110	011011111000
2	111111011111	101101010101
0	000000000000	010111101010
1	000000001111	101000010100
0	000000000000	101010111010
0	000000000000	011110110001
2	011111111011	011001101110
1	100110011110	111011010110
2	011101111000	101011100101
0	000000000000	111010010001
0	000000000000	101100100100
2	111111110111	111100000110
2	101011111111	101111001010
2	011001011011	010100110111
1	100101011011	011010101101
2	101011111111	011110011101
1	100111101110	101001011111
0	000000000000	001100010001
1	101100001000	010001001010
0	000000000000	100101111011
2	111101111111	000010010010
0	000000000000	001011001000
2	010101101101	111011011001
0	000000000000	000000100000
0	000000000000	010110010010
1	001111001010	110111101110
0	000000000000	110001001100
1	100011100111	001101010111
2	111101011111	000111111111
2	111101111111	000011111011
1	100100001101	010001000010
1	110100010000	001101111010
2	110110111111	111001010001
0	000000000000	011011110110
2	011111111111	001010000100
2	111111111111	101010010100
1	001001111100	011001110110
1	101001001010	000011100110
1	000010001101	010101000100
2	111011110101	001101000100
1	100101000000	100110101101
1	000001010100	000110011011
2	111101011011	000111001101
1	010001000100	010100110101
2	111111110011	110011110101
0	000000000000	001011100011
1	000100111000	101110111110
0	000000000000	000110100110
1	011100000000	110111110101
2	110111111111	101111001110
1	010011111010	001011110111
2	101111111011	100000011100
1	010000110011	010011001011
2	001111111111	011010101000
0	000000000000	110000101101
0	000000000000	011100111000
1	011111011001	001010110110
1	011100101000	000001101111
1	000110001010	001000001111
0	000000000000	110101001100
2	010111111111	011001001111
2	111011011111	010111010111
1	001010001100	010001011000
1	010110010100	110100110010
1	101100110100	001011010101
1	001100100111	101001110011
0	000000000000	101001011001
0	000000000000	100111111101
1	100010000000	111000011101
2	111011011111	010101011011
0	000000000000	010001111000
2	111110111011	001010100010
2	011110111111	011110010101
2	111111111011	111100011101
0	000000000000	010001111100
0	000000000000	101100000111
2	111011111101	110001101100
1	000111010110	101111100011
1	010000111000	001010000101
0	000000000000	010001101110
2	111111111110	001101001101
0	000000000000	100111011100
0	000000000000	011101110111
2	111101011101	111011101111
0	000000000000	101010110110
0	000000000000	101111010110
2	111101110101	000100101101
2	011111111011	010111010000
0	000000000000	100010011011
1	001101011111	011001010111
1	001010000001	110011111101
0	000000000000	101001111010
0	000000000000	101100100100
0	000000000000	011111100100
0	000000000000	011101111011
0	000000000000	111110000111
0	000000000000	011000001010
2	111111111111	100100100111
0	000000000000	011100001110
0	000000000000	101001011001
1	001000100100	111110111110
2	111111111111	011111100011
0	000000000000	110101011110
1	010001000110	010000110010
2	111111011111	100101111000
0	000000000000	110111111001
2	111110101010	101000011111
0	000000000000	011000110010
1	110101000110	011011111110
1	000110010110	011010100011
0	000000000000	111110001010
0	000000000000	000011000000
1	100000010011	110111100101
0	000000000000	100101010110
0	000000000000	010110111100
2	111111010110	101000100010
0	000000000000	100011110100
0	000000000000	011011110100
1	110010000010	011001001000
0	000000000000	101000110010
1	010110010000	010101011010
1	000110101110	101101001101
1	100001001010	001011001110
1	110000010110	110100111000
0	000000000000	101100100100
2	111111111111	011010100000
1	010000000110	000000111010
1	000101011110	110011001111
0	000000000000	110011001111
2	101111111111	000010010001
0	000000000000	111000001100
0	000000000000	010010011111
0	000000000000	100001101000
1	101100000001	101100011001
2	111111111111	010110011011
0	000000000000	110110111100
1	110010100000	111011100101
1	010000001001	011111011001
2	101111110111	111000000101
1	011001011101	101011000001
2	111110111111	011101101001
1	000011010000	011010011010
0	000000000000	101101010100
1	011101100100	000110000011
1	100010010101	011111000011
0	000000000000	000010000011
0	000000000000	100011000000
1	110011000100	101000110001
0	000000000000	011001000001
1	010110100000	011011011000
1	001001000101	010001100001
0	000000000000	110100010111
2	111111100110	111001010001
2	010111111111	011010000001
1	101001000110	101010011110
1	000010010111	010111000000
0	000000000000	111100101000
1	010010010010	000000110011
1	010010111001	100001101100
1	100000010000	111010101110
1	010011110001	001111011011
0	000000000000	011011001101
0	000000000000	001001101110
0	000000000000	011011001110
0	000000000000	011011011001
0	000000000000	011010000000
2	001110111110	011001001110
0	000000000000	010001010110
1	101110001111	001110101100
2	111111111111	110110101110
0	000000000000	011010100011
0	000000000000	011000010101
2	011011111111	011001100010
0	000000000000	110010110101
2	111110011110	000101110011
2	111111110010	001101101010
0	000000000000	011001111010
2	101111111111	100100110110
0	000000000000	111000010111
2	111111111111	110010011001
0	000000000000	001111111011
2	111111111011	011101110101
0	000000000000	101101111100
2	101111111111	100111010110
0	000000000000	010100001001
1	101010110110	000010110001
2	111110001100	001101001111
0	000000000000	110101000000
2	110101111100	011110100110
1	001110000000	100010111011
0	000000000000	110101101100
1	011011110100	001000100110
2	111011111111	001110110100
2	111111111000	100000000110
0	000000000000	101111100000
2	111000011011	010101101010
0	000000000000	101000010101
1	001011100010	100110010100
1	000001011010	011111110101
2	100111110111	111100111101
0	000000000000	111101101100
1	011010000000	001101011000
1	110010010110	111001011000
0	000000000000	001101110101
1	000100110001	011110101000
0	000000000000	101011110010
0	000000000000	110100011100
1	001010001000	101001100110
1	000100001010	100010000011
1	110110100110	001000100110
1	001011101100	010010100101
2	111010111111	111100000001
1	010101111010	101011011100
2	011111101011	111011010101
2	001111111111	100011011100
2	111010111111	000101011100
0	000000000000	100100011100
0	000000000000	011011111100
1	011101100101	000010010110
0	000000000000	000011001110
1	111110011100	010100100001
0	000000000000	010011110100
1	011000000010	100111101000
2	111111101111	100010010111
1	100101110111	001101010010
2	111111101101	111110011001
2	101100111110	110011111001
1	001000101101	111100111001
0	000000000000	110110000010
1	111001001111	110110110001
1	010011100110	001011100100
1	100101101000	001111111100
2	111101111001	111110111100
2	111111111101	101010010100
1	011001010100	010010000011
0	000000000000	110111110101
2	011111101111	001101111100
0	000000000000	011100011111
1	010001000110	011010100101
1	000000100100	100101001000
0	000000000000	010000011100
2	111111111011	000101101110
1	100111011010	111111100101
2	111001110010	010100011011
1	100010100010	110001100101
0	000000000000	000011110100
2	111111111100	111001100110
0	000000000000	011110000011
1	101100000100	100000000011
1	010000000010	110111010110
2	111111110001	111111110101
0	000000000000	110110111000
1	000100001000	101001010011
2	111111010111	101101011000
0	000000000000	101111001111
2	111111111101	000000101001
2	110111111111	001000111000
0	000000000000	100001000100
2	010001101110	001000011011
0	000000000000	111101011100
1	101100100011	001010111110
1	100111111000	111010000110
2	111111111101	010010001101
1	111000000110	001010011000
1	000101001110	001000011101
2	111001111111	001111100000
1	001110100111	011101010110
2	111111111111	111101010011
1	001000110011	011110100000
1	011100111001	010111000101
0	000000000000	010111011111
2	111100110111	111010101100
0	000000000000	000000111110
0	000000000000	110010001100
2	101111010010	111110110101
2	001111110101	011011111100
0	000000000000	100110001000
1	101010010000	100001001000
2	101110111111	110111110010
2	101100111111	011001010000
2	111111111111	110011010010
1	000011001000	100010110111
1	100100000100	101111000111
1	111010100111	010100111101
1	100100100000	101011011101
2	111111111111	111001111001
0	000000000000	110011111010
2	110111111110	011100111000
1	010000101011	110001001000
2	100101111011	001111101100
2	101101111111	011011011110
0	000000000000	100010001010
0	000000000000	001010111110
1	000000000001	101010100001
0	000000000000	110101001100
2	101011111111	101100011000
2	011111110111	010010100001
0	000000000000	110000010111
0	000000000000	110111000100
0	000000000000	110111001101
0	000000000000	010011101011
1	010100010110	111010101101
0	000000000000	000100110000
1	000101001010	011101111101
1	000100110101	111011000000
0	000000000000	001110101111
1	000101100100	011001000111
2	111111111110	011000001101
0	000000000000	010111101000
2	101111001010	001011101100
0	000000000000	011000100111
1	011110110101	010100100001
0	000000000000	000001110100
2	101100011111	000110101100
2	101111111111	010100110010
1	111100000000	011111000100
2	111101111111	011010011000
1	010110000000	001100011100
0	000000000000	101010001010
1	001000000001	000001111010
0	000000000000	011010001110
2	111010111101	000000110110
1	010000001000	100011011110
1	110011011001	010011011110
2	101101111011	101111110110
1	000100010100	111010000001
1	010100000000	011110101110
1	100110000100	111001011100
2	111111101001	101111010100
1	010110000001	011111100100
1	000100011000	000010011111
0	000000000000	110001011010
2	101110111111	001100011010
2	111111111110	101010101111
2	010011010111	011001110011
0	000000000000	110111111111
0	000000000000	011010101001
2	011111110101	001110100000
2	111111101111	011110110100
2	101101111011	101110101101
2	010111111101	011000101010
2	111111111000	011011000110
2	111111111110	010101110001
0	000000000000	010010100000
2	101111111100	100010010001
2	011111111111	001101001011
1	100100110000	111111100110
0	000000000000	001100110011
2	111011011101	010011000100
0	000000000000	111101010100
2	110101111111	101011011010
0	000000000000	000011110000
1	001010000000	011101110101
1	000011011001	001101010110
2	111111110111	010111110011
1	001110000110	000010100111
2	111111111111	101010011110
2	011110111011	010010111111
2	100111111101	101001110100
1	000010110111	101011010010
2	111101011110	100110111010
0	000000000000	010110000000
2	101111101101	001000110001
1	000110001011	001010111100
0	000000000000	110000110100
0	000000000000	110101001100
1	000100000000	110001000001
2	111111111101	111010011001
1	110010000010	101100110001
1	000100101001	001111001000
0	000000000000	001001000110
0	000000000000	001010110100
2	111110011111	001101101110
2	110111111011	101100011101
2	111111111101	010101101001
1	010010001001	010010011110
0	000000000000	001000001110
2	110111111111	101001111011
2	011110101101	001111011011
2	101111101011	010001010100
1	111010000010	110101000101
2	101011010100	101001000101
2	111111010110	100100010110
0	000000000000	011101110101
2	110111110111	101000001011
1	010000100101	111111011000
0	000000000000	000100001100
2	111111011011	110000110101
0	000000000000	001011110010
0	000000000000	100100100110
2	111100101011	011011011111
1	000100001000	100100100001
2	101110111100	010100011001
2	101111011101	100111110110
0	000000000000	001001101111
0	000000000000	110001100001
0	000000000000	110100000011
1	000101001101	100010000001
2	110111111011	000010011100
1	000010010100	000000101000
2	110111110001	101101111000
2	111111001010	001001010100
2	110111111111	101111111111
1	001000100000	011011111111
2	011011000111	000010011001
2	111111110111	110000011100
1	010110000010	000011110001
0	000000000000	010010110011
1	010000100101	110010101101
2	111111101010	101100000110
2	111010100101	001001000111
0	000000000000	100011110101
1	000010010000	111110000110
0	000000000000	111111110111
2	111111111011	011010111100
2	011111111111	001110010100
2	111111111101	001110011110
2	111110111101	110000001001
2	111011011011	010010101110
2	101110111101	011001011100
2	111111111101	100010011111
1	011111100000	010001101111
1	111000100001	110101011001
1	000000000111	010001101111
0	000000000000	110101001001
1	110000000010	110000100011
0	000000000000	110101011110
1	000100001000	010101010100
0	000000000000	111101000001
2	010111111011	001010010000
0	000000000000	010111011001
0	000000000000	010111010110
2	111111111011	000111111110
2	111111111111	111100111011
2	111101010110	000100000011
0	000000000000	000101110101
0	000000000000	111011001010
1	001010100010	000010000000
2	111111010111	000000100110
1	000001100000	000100101110
1	101000011100	010101000010
0	000000000000	000110011111
1	110101011000	101111111101
0	000000000000	011000011001
2	111100111111	011000010000
2	111111010111	000110111111
1	000000101001	011100111101
0	000000000000	111010101101
0	000000000000	011101000010
