n1=3, m=4, n=12, N=2911
seed=7
theta_path=D:\研究生\研究生\Quantum Machine learning\code\Train\data\theta_demo.npy
theta_array:
[[5.49786103 0.99199549 3.79542808 2.26487638]
 [3.22549452 1.90032461 4.38469128 2.46030217]
 [1.13916194 3.50335699 5.41554688 1.98090663]]
comp	x	y
2	111110111111	110011010011
2	111111111111	110010011110
1	001110110010	100010011101
1	111111001110	111110101100
0	000000000000	000101011000
1	001100000001	111010011100
1	010010111011	000101010001
1	100100010110	011110100101
1	111100100111	110110111111
0	000000000000	011101000111
0	000000000000	111011000010
0	000000000000	101001111010
0	000000000000	111011111010
0	000000000000	111000110000
2	110011111111	000110000011
0	000000000000	101011100101
1	101001110011	110100110001
2	111001110100	111101111010
0	000000000000	111111001011
0	000000000000	010100101110
2	111111011100	000110110001
0	000000000000	101001011001
2	110110111111	101110011011
2	111011101111	111111000101
0	000000000000	101110101000
2	110111111111	111110010100
0	000000000000	000100010010
2	101111110011	100101001001
0	000000000000	000100010110
2	111111011110	000010100010
0	000000000000	011110100100
2	011011011110	000100101111
0	000000000000	100101010110
1	010010110100	000001000101
2	011110111111	010101111001
0	000000000000	000000100001
2	001011111000	011101010110
1	001100101010	110001111001
0	000000000000	000111010000
1	001000100011	100001101010
2	111111111011	001101001101
2	101101111001	001110000100
0	000000000000	111011111001
2	110111110111	011011100000
0	000000000000	011100110111
1	000000010010	001001011111
1	010011101101	011010110110
2	010110101001	001000010110
0	000000000000	101101110000
1	010001010001	101001010000
1	010110000010	010001011011
0	000000000000	000011001111
1	001000000001	111001001110
0	000000000000	001111100001
0	000000000000	110011001011
1	000010000100	101111100000
1	010110010001	011111011000
1	110011111100	001000000110
1	011100000011	101100010001
2	111111111101	100000010110
1	000010100111	011101010001
2	111101101101	001110100100
2	001111111111	011000100100
2	010111111111	001110111110
0	000000000000	101111110100
0	000000000000	010101001101
1	000111010011	001011000111
0	000000000000	101011001100
1	100100011001	100111100110
0	000000000000	001010100111
1	101110011100	000110111010
2	111111111110	001000001000
1	110101001000	011010000110
2	111111111101	101000100001
2	111111110111	111001000100
1	000001100100	010010101100
0	000000000000	011000011110
1	010010000010	010100000010
1	011101010011	111100111011
1	110010010000	011110101110
2	111110111111	111000001111
2	111111001101	011110010100
1	001000010101	110110000000
0	000000000000	011100001111
2	111110111111	110100011000
0	000000000000	000001011110
1	100000000000	101100000010
1	101010001011	001001001111
0	000000000000	000101001001
2	001011111111	110110011111
1	000010100101	110100000100
2	101111110111	000111100111
1	000010011010	101010000111
0	000000000000	000011111001
2	001111111111	000001100010
0	000000000000	101001001000
1	100010110010	000001001101
1	001111011010	011000110101
2	111111011010	110110011111
0	000000000000	000101101011
1	111110000000	010101100101
2	111101110111	010000101010
0	000000000000	001100100000
2	111111110111	001110001011
2	110111110111	001001110010
0	000000000000	110000010001
2	111111100011	000000101111
0	000000000000	001011111100
1	001011000000	010001100100
1	000100000000	111011011111
2	111111111110	111011010111
1	101000000100	110101000111
1	011001101100	001010111100
2	100011110101	101001011101
1	100010001010	110100100010
2	011011111101	001100111101
1	001010000000	111000001100
1	010011000010	010001101011
0	000000000000	000000100010
2	111111111111	101000011101
0	000000000000	111111011011
0	000000000000	011111011001
2	101111111011	100101111101
2	111111111111	111100001111
0	000000000000	101001010111
1	001011000000	110000111110
2	101011011111	000011011100
2	110010111011	100101001010
2	111111111111	111100000110
1	100010001100	111011010011
1	010010011000	011110011000
1	000101000000	100101110000
1	000001101100	110101000101
2	111111111110	000111011010
0	000000000000	011011010111
2	000100111110	011110011111
1	100111000011	000000000101
2	101111110111	000100010110
2	111011011111	010110110011
0	000000000000	110111000001
0	000000000000	000111000101
1	000001011011	100111000100
0	000000000000	100011101101
2	111111111110	010010010011
2	111111111101	100001010000
0	000000000000	101101111011
0	000000000000	010010110010
0	000000000000	010101101110
0	000000000000	001110001101
1	100011000101	100101100010
0	000000000000	010101100110
1	100010000000	000100100111
1	011001000001	110000001111
0	000000000000	101010010101
1	000010010100	001000110101
2	110111111111	011011100011
0	000000000000	110011011001
2	111011111010	011101010101
0	000000000000	111100000010
1	101001000100	011001010100
0	000000000000	010100110101
2	111110111111	100011101100
2	110111101111	011111111010
1	111101000001	011100101011
2	111101100100	010100001010
1	001000010010	101010001010
0	000000000000	011011110101
1	100010000100	111111010101
0	000000000000	100010101000
2	111011101011	000010010101
1	000010100110	011111100000
1	100001001010	011110111101
2	111110011111	011110101010
1	000100010000	011100111000
1	001011000001	100011000011
1	001000010010	100100001100
2	111111111111	011100100100
1	100001001000	011111001111
1	001111110000	000011111001
0	000000000000	011101101010
2	110111011111	100100011011
2	110111111111	001011101000
2	001111111111	100110111011
0	000000000000	101100001110
0	000000000000	111101001111
2	101011101011	011111011110
2	011111111111	010111100110
2	110101111111	001011000010
2	111011010100	011101110111
2	100111111001	001000010100
2	111101111101	001111111010
0	000000000000	111100011111
2	110101011111	011011101111
2	111111111101	111101111101
1	011100010000	100110010000
0	000000000000	010111101011
2	111011111111	100110000110
0	000000000000	111000111010
2	111111100010	100111011001
0	000000000000	100010101000
1	100000000011	110101000011
1	111000000001	001011110111
2	101101101011	001011011111
1	000010000100	011001010011
2	111111111110	111101101100
2	111011011011	111100110111
2	111111111011	101100101101
1	000101010001	000001101000
2	111110110101	100111111000
0	000000000000	010001001000
2	110111101011	001100010101
1	000000110000	101111000000
0	000000000000	011110001110
0	000000000000	101110100100
1	010100001110	100111001111
2	111111111111	111010000001
1	011010101100	011111000000
1	000000010100	001110100001
0	000000000000	001111110110
0	000000000000	100000000111
2	101111110111	100110011101
2	110101100011	000111011111
2	111110111101	010110101001
1	100010000101	011101111011
0	000000000000	010110100110
2	111110010100	010110010000
2	111101111100	010010010101
2	111111111111	111011111010
1	100000001010	101010001100
2	011111110001	000011110100
2	111011110111	111100111110
0	000000000000	011111011000
2	111011111011	111010010100
1	000011010001	011001010001
0	000000000000	111100000111
2	111011101110	011001101100
0	000000000000	000100110001
0	000000000000	111111100100
2	110110101101	001001010000
1	010100100100	101011011100
2	001111011101	011111011101
2	001111110111	100100000000
0	000000000000	011101010100
0	000000000000	111011111110
0	000000000000	101001011011
1	000011100111	100111001100
2	101111111111	000010100100
1	001001010001	110111000001
2	111110110001	111001110110
2	101010011111	111101010011
2	111101110111	101010100001
1	010100010101	110110001110
2	111111110111	110110101010
2	011111110011	000001110011
1	100111000000	111100101010
0	000000000000	100011100111
1	000010111100	101100101101
2	111011111111	101101111001
2	111111111001	010110010101
0	000000000000	001001011001
1	000111011000	011000000100
0	000000000000	100101011111
2	111111111011	001001000101
2	110111011010	011100111111
2	111111110111	100111101110
2	011111011111	000001110111
2	101111110111	101100000011
2	100101011110	000110011001
2	111111011101	011111010010
1	010001010111	101110111101
1	100000100111	010100101001
1	001010001000	111101101110
0	000000000000	111010100101
1	000000000110	100010111000
0	000000000000	101100101000
1	000000010110	001100101011
0	000000000000	000100011100
2	011111111111	001100111000
0	000000000000	001001111101
0	000000000000	011110110111
2	101101101111	101010111010
2	111011110110	001111010001
2	110111101101	111011010101
0	000000000000	000110110111
0	000000000000	011110111110
1	110000001001	001010010111
2	111111111100	010110111011
1	001000100001	110000101000
1	110000000010	111000000010
0	000000000000	010110100110
1	100100000110	011101100001
0	000000000000	111110100100
2	011111111111	010001101100
2	111101100111	101101010000
1	001000011010	001111100111
0	000000000000	000101111001
0	000000000000	101011110010
0	000000000000	010100011011
2	111111101111	000111110000
2	111111111111	010010100010
2	011111110110	000111000011
0	000000000000	011111001101
0	000000000000	010110110100
0	000000000000	011001110001
1	100000110101	000000101001
0	000000000000	010011101001
0	000000000000	001101101100
0	000000000000	110001110101
2	111111001010	010111101110
0	000000000000	110010110101
2	111111110101	111001001000
2	111011100011	001101010001
2	111101111111	111111100100
2	001011111110	101100111011
0	000000000000	001111000111
2	101110111111	011111101000
2	111111111011	101100000100
1	100000010000	010111100110
2	111111111110	001001100110
2	111010111111	100111100001
0	000000000000	101000010010
0	000000000000	110101110100
2	110111111110	001111111111
1	101001010011	111100111011
2	111110011011	011110100000
0	000000000000	101110111000
2	111010110110	101110000111
2	101101101101	001110101100
0	000000000000	101111001111
1	100010110001	111010011100
1	011010001010	100010011110
1	100100110010	111001100001
1	110101101001	101110010100
1	010110111001	000001100101
1	010101110000	111011000010
2	111111011011	011100101101
1	011011011101	010010000101
0	000000000000	111100001011
0	000000000000	010101001000
0	000000000000	100110100111
2	111011111111	000101011011
2	101111100111	000111010001
1	101011110010	001110110000
1	001011111001	011001100100
2	011101111111	001101011001
2	101110001111	100110110100
2	011111011101	000011110011
2	111111110101	010010110100
2	111010100010	001011001100
1	011001100000	100111100010
0	000000000000	100011110011
2	011111111101	011111101000
1	000000011000	111101001110
2	111111111111	010000001101
1	100111000010	100011011001
2	111101111111	000010011011
0	000000000000	001111011111
1	000001010000	001111101101
0	000000000000	100011010101
1	100110000001	000111001011
0	000000000000	000000010000
0	000000000000	100111110100
0	000000000000	001101000100
1	010001100010	110100100001
1	101010001001	110010100100
0	000000000000	111010001101
2	111111011111	000000001001
1	000110000000	101001101011
2	110111111111	011100110101
0	000000000000	001101000100
0	000000000000	010110001001
2	101010100110	110100110010
2	111111111100	101000011101
2	110010111011	011010100111
2	011010111011	000100110110
0	000000000000	011011001010
0	000000000000	000111000101
0	000000000000	011110111010
2	001001111010	101110100101
0	000000000000	110000101000
2	100101110111	001111001001
1	100001001001	011110110100
1	010000110100	110101111010
0	000000000000	110111010110
2	110111111011	111101110100
0	000000000000	001100110010
1	011110000101	011110011000
0	000000000000	001001101010
2	101111111111	100101111100
2	011011111011	001010010101
0	000000000000	101110111011
2	110110111010	111001011111
1	111001010101	000100000001
0	000000000000	000011111100
0	000000000000	000111001101
0	000000000000	010011001000
2	111101111101	100110101100
1	101110000111	110101100110
1	001100010110	111110101111
0	000000000000	100011010111
1	101010100101	011001000101
2	101111111011	100010000111
2	111011111111	110100101101
0	000000000000	010010100011
1	111110111010	100101000001
1	001010010010	011010111101
0	000000000000	010111111001
2	111111101111	111011111110
0	000000000000	010111110101
2	011011111101	011110000100
0	000000000000	001000001000
2	110111111111	101111101010
1	101010100101	011101010110
2	011011010111	010111100100
0	000000000000	100000011111
1	100110010101	001010110011
1	101000101000	000100111001
2	111101011011	111110110101
1	000001010000	100111110101
0	000000000000	000000001110
0	000000000000	001001010101
2	011111101111	011101100011
1	100011110101	001011001101
2	111010011111	110111001010
1	010011000110	010011100000
1	001001110001	010110000000
1	100101111000	101111111101
1	011110000110	001001000001
1	011100010000	100001001000
1	011000100110	011100010110
1	100110110110	001010110101
2	001111111010	000010110101
2	101110111101	100100100110
2	111111001111	011001011111
2	111111111011	011001100110
2	011101111111	111101101000
0	000000000000	111010010001
