trajectory_key,iteration,alpha,beta
parameter_history,50,0.003396672126273795,-0.0008713091320782316
parameter_history,51,0.0015012234886138045,-5.0587738205443546e-05
parameter_history,52,-0.0009684160508541988,0.00031970634806742623
parameter_history,53,-0.0017839409380522647,0.00024936400181080885
parameter_history,54,-0.0014482934092157273,-0.0004155679424282168
parameter_history,55,-0.0005607808107099348,-0.0008086877744237402
parameter_history,56,0.00038330806668162784,-0.0009480503057510929
parameter_history,57,0.0010178730666371377,-0.0009095090497769707
parameter_history,58,0.0015206035026066943,-0.0004649943715329196
parameter_history,59,0.000885025227345474,0.0003658391148450896
parameter_history,60,-0.0002822034237188023,0.0009960258112785836
parameter_history,61,-0.0013507926866564816,0.0005612209710073419
parameter_history,62,-0.0011613022062413895,-0.00010239686248015114
parameter_history,63,-0.0004591020570080351,-0.0008620253817345576
parameter_history,64,0.0003177206293384621,-0.0011702216454316456
parameter_history,65,0.0008663732358741202,-0.0012717589646667428
parameter_history,66,0.0008428965065010481,-0.0009638880099418676
parameter_history,67,0.0006342541518593689,-0.0008104207695927297
parameter_history,68,0.0002085539703626477,-0.0007639199825928103
parameter_history,69,-6.866869628499751e-05,-0.0006064947923048738
parameter_history,70,-0.0002790314235945545,-0.00022414798762995656
parameter_history,71,-0.0002177497744002381,0.00023363117056420112
parameter_history,72,-9.516424353067266e-05,0.00037492866898183137
parameter_history,73,-3.7269875342096054e-05,0.0004278106321628958
parameter_history,74,-0.00031411606987661624,0.0004928586571481208
parameter_history,75,-0.0003612786709987533,0.0005249716656919677
parameter_history,76,1.3425557983966606e-05,0.0004233219240765035
parameter_history,77,0.0003474215229734578,0.00017243312118245637
parameter_history,78,0.00021190912936299545,-9.502815020980714e-05
parameter_history,79,-5.310244261755607e-05,-0.0003160341298665267
parameter_history,80,-7.766277133412427e-05,-0.0004515658122433089
parameter_history,81,9.171988570260914e-06,-0.00028957922138103274
parameter_history,82,-5.486000664538681e-05,-1.609624372209432e-05
parameter_history,83,7.956318656174049e-05,0.00014977442713776226
parameter_history,84,0.00015500237353449788,0.00012319023800238464
parameter_history,85,-2.306287737050134e-05,4.527127965350006e-05
parameter_history,86,-0.00023185891956517554,4.526244992981719e-05
parameter_history,87,-0.0001995459123653999,9.813245838946773e-05
parameter_history,88,-0.00013226165849228083,0.0002762051921295867
parameter_history,89,-6.849908174362722e-05,0.00033876928945579966
parameter_history,90,2.6670950298085557e-05,0.000347406943626525
parameter_history,91,-9.105943667426998e-06,0.00030820989020624156
parameter_history,92,-7.277448146844685e-05,0.00020711780850928008
parameter_history,93,-1.7301866781805757e-05,-5.858765523700715e-06
parameter_history,94,5.691453130867631e-05,-0.0001693879155876884
parameter_history,95,6.79711153978232e-05,-0.0002510099430352383
parameter_history,96,-1.8023894751648817e-06,-0.00021202397474649146
parameter_history,97,3.8853854832874776e-05,-0.00013488608917649445
parameter_history,98,4.196306774094105e-05,-7.435616502756288e-06
parameter_history,99,3.2796885241496076e-07,4.6153163997781714e-05
parameter_history,100,-4.947675553939637e-05,4.470680373041742e-05
parameter_history,101,-5.277652380948186e-05,2.6871452006339727e-05
parameter_history,102,-4.1873582842534365e-05,5.288837823586556e-05
parameter_history,103,-3.0995273851287943e-05,0.0001157959460168924
parameter_history,104,-2.3079168666247724e-05,0.00013525678089588728
parameter_history,105,-2.8443243803711308e-05,6.858242729874245e-05
parameter_history,106,-4.235629493911167e-05,-1.9218269939221835e-05
parameter_history,107,2.76821193585218e-06,-5.3380747814962115e-05
parameter_history,108,7.976385241756568e-05,-1.602344824962301e-05
parameter_history,109,6.55175901679221e-05,3.5681098035694484e-05
parameter_history,110,-6.476943351604461e-05,5.387857123985746e-05
parameter_history,111,-9.707289792565386e-05,2.618695284936455e-05
parameter_history,112,-3.1388658936319264e-05,1.2412777502779914e-05
parameter_history,113,2.3502104840836933e-05,2.2235044298513462e-05
parameter_history,114,4.150338574897057e-06,3.044068272698403e-05
parameter_history,115,-4.6019805880461777e-05,3.520406665978156e-05
parameter_history,116,-5.783104179942046e-05,2.5129498401252563e-05
parameter_history,117,-9.958874536742748e-06,3.340077099258632e-06
parameter_history,118,3.981312634290247e-05,-4.253482672664742e-06
parameter_history,119,3.6933369257211946e-05,8.133268321269027e-06
parameter_history,120,4.656327362059995e-06,2.2050606926331066e-05
parameter_history,121,-1.0854497709207174e-05,1.778097516065377e-05
parameter_history,122,-4.16155032060725e-05,7.055043359686573e-06
parameter_history,123,-4.186360094332263e-05,-2.7684603336864133e-06
parameter_history,124,-1.28103520990507e-05,-4.095400656512526e-06
parameter_history,125,9.456792290983606e-06,8.087551584372084e-06
parameter_history,126,1.4190689811267182e-05,2.5595460269136252e-05
parameter_history,127,5.828974006594794e-06,3.0839246922914455e-05
parameter_history,128,-1.2961260743127353e-05,2.517438739192104e-05
parameter_history,129,-1.6821862439127953e-05,6.2141645074982805e-06
parameter_history,130,-1.4195573130698098e-05,-2.8023985502871413e-06
parameter_history,131,-4.222841954061283e-06,2.499910036467985e-06
parameter_history,132,8.035039535320367e-06,1.4608611458317582e-05
parameter_history,133,7.783930574213705e-06,2.02920164961095e-05
parameter_history,134,-1.1916533431549751e-05,1.4383931793427296e-05
parameter_history,135,-2.3824745013664477e-05,-1.8556254121085768e-06
parameter_history,136,-1.526434850628981e-05,-1.0100473233490878e-05
parameter_history,137,-2.104830787509448e-06,-3.462708938822141e-06
parameter_history,138,3.498002892423344e-06,8.755728032561085e-06
parameter_history,139,2.2270219873135422e-06,1.5253856489962904e-05
parameter_history,140,-2.2917012101783855e-06,7.414866919836826e-06
parameter_history,141,-7.95664786451475e-06,-1.508825606333972e-06
parameter_history,142,-1.0677848164010643e-05,-1.3887779672041883e-06
parameter_history,143,-8.360898261461826e-06,6.804951359060071e-06
parameter_history,144,-4.6527984555311275e-06,1.575157223945943e-05
parameter_history,145,-3.5085927411327673e-06,1.4343393098738803e-05
parameter_history,146,-1.1551060365884241e-05,6.9710909359223815e-06
parameter_history,147,-1.1850132465627373e-05,2.8967552214283653e-07
parameter_history,148,-3.901955216941628e-06,-6.432926790355621e-07
parameter_history,149,0.0,0.0
parameter_history,150,-4.064110501028238e-06,1.051522534478676e-06
